time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,activity,activity_labeled
72250,27.0,0.71,20.33,0.47,17.0,1.41,bending2,1
72500,27.5,0.5,21.0,0.0,16.5,1.12,bending2,1
72750,27.0,0.0,21.0,0.0,17.5,0.5,bending2,1
73000,26.75,0.43,19.75,0.83,17.0,1.22,bending2,1
73250,28.0,0.0,20.5,0.5,18.0,0.0,bending2,1
73500,27.0,0.0,20.33,0.94,16.5,1.66,bending2,1
73750,27.0,0.0,18.4,0.49,10.75,1.09,bending2,1
74000,27.0,0.0,20.75,0.43,15.25,2.95,bending2,1
74250,25.67,0.47,21.75,0.83,10.67,1.7,bending2,1
74500,27.0,0.0,21.0,0.0,10.33,1.7,bending2,1
74750,25.75,0.43,21.0,0.0,12.5,0.87,bending2,1
75000,25.33,0.47,19.67,0.47,13.0,1.0,bending2,1
75250,26.5,0.5,19.25,0.83,13.25,1.3,bending2,1
75500,27.0,0.0,20.0,0.0,12.25,0.43,bending2,1
75750,27.0,0.0,18.0,1.22,14.5,1.5,bending2,1
76000,27.0,0.0,18.0,1.41,14.75,1.09,bending2,1
76250,27.0,0.0,16.0,1.58,16.25,1.09,bending2,1
76500,27.0,0.0,17.5,0.5,13.5,1.12,bending2,1
76750,27.0,0.0,16.0,1.22,15.0,1.87,bending2,1
77000,27.0,0.0,15.0,0.0,18.33,0.47,bending2,1
77250,27.0,0.0,14.75,0.43,19.0,0.82,bending2,1
77500,27.0,0.0,15.33,1.7,18.33,0.47,bending2,1
77750,26.75,0.43,20.25,1.3,18.25,1.79,bending2,1
78750,21.4,1.62,21.8,2.23,16.17,1.21,bending2,1
85500,22.0,0.71,21.25,0.43,14.0,1.22,bending2,1
85750,23.0,0.71,20.75,0.43,13.75,0.83,bending2,1
86000,23.75,0.43,22.0,1.22,17.75,2.17,bending2,1
86250,22.0,0.71,20.25,2.17,20.75,0.43,bending2,1
86500,21.25,0.43,11.75,2.05,20.75,0.43,bending2,1
86750,21.75,0.83,12.5,2.06,21.75,1.3,bending2,1
87000,25.25,7.05,18.0,4.24,23.5,2.29,bending2,1
96000,24.0,0.0,22.0,0.0,6.0,0.0,bending2,1
96250,24.0,0.0,21.67,0.47,5.67,0.47,bending2,1
96500,23.5,0.5,21.0,0.0,5.25,1.3,bending2,1
96750,24.0,0.0,20.5,0.87,8.67,2.05,bending2,1
97000,21.67,0.94,18.25,4.15,14.0,2.94,bending2,1
97500,25.0,0.71,18.25,3.56,18.0,0.71,bending2,1
97750,24.0,1.41,20.67,4.03,14.0,1.63,bending2,1
99250,24.5,0.5,19.5,1.66,18.0,0.0,bending2,1
99500,24.25,0.43,15.75,1.79,18.5,1.12,bending2,1
99750,22.0,1.41,21.75,2.86,17.75,1.79,bending2,1
100750,23.67,0.47,21.0,3.27,16.0,4.0,bending2,1
103000,26.0,0.0,21.75,3.34,16.25,1.79,bending2,1
104000,27.0,0.0,17.5,3.35,13.0,1.41,bending2,1
104250,28.25,0.83,19.0,1.58,13.75,1.3,bending2,1
108750,33.0,3.67,14.75,4.26,20.5,5.32,bending2,1
112500,22.0,1.22,18.75,1.79,22.0,4.74,bending2,1
112750,22.75,0.83,20.0,0.71,15.0,3.67,bending2,1
113000,23.5,0.5,19.75,0.83,17.25,3.27,bending2,1
113250,24.0,0.0,21.0,0.0,20.5,0.5,bending2,1
113500,23.6,0.49,21.0,0.0,20.75,0.83,bending2,1
113750,22.75,0.43,21.0,0.0,18.5,1.5,bending2,1
114000,21.33,0.47,21.0,0.0,22.25,1.3,bending2,1
114750,21.0,0.0,18.75,0.83,17.25,3.96,bending2,1
115000,21.0,0.0,19.0,0.71,22.0,4.06,bending2,1
115250,21.0,0.0,19.67,0.47,25.0,1.41,bending2,1
115750,21.0,0.0,17.5,0.5,23.75,3.27,bending2,1
117250,22.0,0.71,17.25,0.83,22.0,3.61,bending2,1
117500,21.5,0.5,15.5,0.87,21.75,2.59,bending2,1
500,26.0,0.71,14.25,3.9,18.5,13.61,bending2,1
1000,23.5,0.87,16.25,1.3,23.0,1.22,bending2,1
1250,23.5,0.5,17.75,0.43,22.5,1.5,bending2,1
1500,21.75,0.83,16.75,0.43,21.75,6.65,bending2,1
1750,21.75,0.43,14.0,2.55,24.25,5.76,bending2,1
2000,21.25,0.43,17.5,1.5,18.25,2.17,bending2,1
2250,21.25,0.43,19.5,2.06,21.5,2.06,bending2,1
2500,21.0,0.0,19.75,0.43,18.25,0.83,bending2,1
2750,21.25,0.43,17.5,1.8,20.75,4.44,bending2,1
3000,23.0,0.71,16.25,1.79,23.25,2.49,bending2,1
3250,23.25,0.43,18.0,0.0,22.0,0.71,bending2,1
3500,23.75,0.43,18.0,0.0,21.0,0.0,bending2,1
3750,24.0,0.0,18.0,0.0,20.75,0.43,bending2,1
4000,24.0,0.0,18.0,0.0,21.4,0.49,bending2,1
4250,24.0,0.0,18.0,0.0,21.0,0.82,bending2,1
4500,24.0,0.0,14.25,1.92,24.67,1.7,bending2,1
7000,24.25,0.43,16.33,0.47,21.33,0.47,bending2,1
7500,24.33,0.47,12.75,1.09,23.0,1.41,bending2,1
8500,25.75,0.43,14.75,0.43,18.0,3.74,bending2,1
8750,25.5,0.5,15.0,1.41,19.5,2.69,bending2,1
9000,25.25,0.83,18.0,0.0,22.5,1.12,bending2,1
9250,25.5,0.5,16.75,1.3,18.0,2.12,bending2,1
9500,25.75,0.43,17.33,0.94,19.67,2.36,bending2,1
11500,25.75,0.43,7.25,0.83,20.75,6.02,bending2,1
11750,25.0,0.0,7.33,3.4,18.5,4.15,bending2,1
14250,24.75,0.83,15.75,0.43,17.75,2.05,bending2,1
14500,24.5,0.5,16.0,0.71,24.0,4.24,bending2,1
17250,24.5,0.5,14.25,0.83,17.75,1.92,bending2,1
17500,24.67,0.47,14.67,0.47,21.5,1.12,bending2,1
17750,24.75,0.43,13.0,0.0,22.0,1.0,bending2,1
18000,24.5,0.5,12.5,0.5,21.25,0.43,bending2,1
18250,24.5,0.5,12.0,0.0,20.25,0.83,bending2,1
19500,24.25,0.43,11.75,0.43,19.75,3.34,bending2,1
19750,24.25,0.43,12.0,0.0,14.5,2.29,bending2,1
20000,24.75,0.83,12.0,0.0,12.67,0.47,bending2,1
20250,25.33,0.47,12.0,0.0,14.33,2.62,bending2,1
20500,25.5,0.5,11.5,0.5,12.5,1.5,bending2,1
20750,25.33,0.47,11.25,0.43,11.0,0.82,bending2,1
21000,25.67,0.47,10.33,0.47,9.0,1.0,bending2,1
21250,25.75,0.43,10.0,0.0,9.0,0.71,bending2,1
21500,25.5,0.5,10.0,0.0,9.75,1.3,bending2,1
21750,25.25,0.83,10.0,0.0,12.25,0.83,bending2,1
22000,25.5,0.5,10.0,0.0,11.75,1.09,bending2,1
22250,25.5,0.5,10.0,0.0,15.0,1.41,bending2,1
22500,25.25,0.43,10.0,0.0,18.0,1.0,bending2,1
22750,25.5,0.5,9.75,0.43,20.5,0.5,bending2,1
23000,25.5,0.5,9.5,0.5,20.67,0.47,bending2,1
23250,25.4,0.49,10.0,0.0,17.5,1.12,bending2,1
23500,25.67,0.47,9.33,0.47,14.5,1.12,bending2,1
23750,25.5,0.5,9.67,0.47,14.75,0.83,bending2,1
24000,25.75,0.43,9.0,0.71,13.25,0.43,bending2,1
24250,26.0,0.0,8.25,0.43,14.0,1.0,bending2,1
24500,26.25,0.43,8.0,0.0,14.0,1.0,bending2,1
24750,26.25,0.43,7.75,0.43,13.75,0.83,bending2,1
25000,26.25,0.43,8.0,0.71,14.0,0.71,bending2,1
25250,25.75,0.43,8.0,0.0,15.0,0.71,bending2,1
25500,25.5,0.5,7.0,0.0,14.67,0.94,bending2,1
25750,26.0,0.0,7.25,0.43,16.75,0.43,bending2,1
26000,25.67,0.47,8.0,0.0,19.0,0.82,bending2,1
26250,25.5,0.5,8.0,0.0,18.5,0.5,bending2,1
26500,25.5,0.5,8.25,0.43,18.5,0.5,bending2,1
26750,24.5,0.5,8.0,0.0,18.75,1.09,bending2,1
27000,24.75,0.43,7.75,0.43,17.5,1.12,bending2,1
27250,25.67,0.47,7.33,0.47,12.75,0.83,bending2,1
27500,24.75,0.43,8.0,0.0,13.75,1.3,bending2,1
27750,24.75,0.43,8.25,0.43,11.5,1.5,bending2,1
28000,25.5,0.5,7.5,0.5,14.5,2.6,bending2,1
28250,25.5,0.5,8.75,1.09,21.75,1.48,bending2,1
28500,25.75,0.83,9.0,0.0,21.75,0.83,bending2,1
28750,26.25,0.43,7.33,0.47,19.5,0.5,bending2,1
29000,26.0,0.0,7.0,0.0,18.0,0.71,bending2,1
29250,26.25,0.43,7.5,0.5,17.0,1.87,bending2,1
29500,26.5,0.5,2.75,1.92,21.25,1.09,bending2,1
29750,26.5,0.5,3.0,0.0,21.33,0.47,bending2,1
30000,27.0,0.0,5.5,0.5,22.67,0.47,bending2,1
30250,27.0,0.0,6.0,0.0,21.25,0.43,bending2,1
30500,27.0,0.0,6.25,0.43,21.25,0.43,bending2,1
30750,27.0,0.0,6.67,0.47,21.75,0.83,bending2,1
31000,27.0,0.0,7.25,0.43,21.5,0.5,bending2,1
31250,27.0,0.0,6.5,0.5,20.75,0.43,bending2,1
33250,27.25,0.43,21.2,0.4,24.6,0.8,bending2,1
35000,45.0,0.0,16.5,2.96,22.5,2.6,bending2,1
35750,46.25,1.64,22.0,6.44,24.75,3.11,bending2,1
38500,44.25,1.3,10.0,4.06,23.5,1.66,bending2,1
38750,43.25,0.43,7.33,1.25,21.67,0.94,bending2,1
39000,42.33,0.47,9.33,2.49,21.5,0.5,bending2,1
39250,42.5,0.5,15.0,0.0,19.5,1.12,bending2,1
39500,42.0,0.0,17.75,0.43,18.33,0.47,bending2,1
39750,42.0,0.0,18.0,0.0,18.75,0.83,bending2,1
40000,42.0,0.0,16.25,1.3,15.5,1.66,bending2,1
40250,42.25,0.43,15.0,0.0,7.75,2.86,bending2,1
40500,42.0,0.0,13.75,1.09,8.5,3.35,bending2,1
40750,42.0,0.0,12.0,0.0,14.5,1.5,bending2,1
41000,42.33,0.47,12.0,0.0,16.75,1.09,bending2,1
41250,42.5,0.5,12.0,0.0,16.5,2.6,bending2,1
41500,42.0,0.0,15.0,0.0,14.25,1.3,bending2,1
41750,42.0,0.0,17.33,0.47,17.5,1.5,bending2,1
42000,42.0,0.0,16.67,0.47,18.75,1.3,bending2,1
42250,42.25,0.43,18.0,0.0,21.0,0.0,bending2,1
42500,42.0,0.0,18.0,0.0,19.75,0.43,bending2,1
42750,42.0,0.0,18.0,0.0,20.5,1.5,bending2,1
43000,42.25,0.43,17.5,0.5,22.0,1.0,bending2,1
43250,43.5,0.5,15.5,0.5,23.75,0.43,bending2,1
43500,44.25,0.43,15.25,0.43,24.0,0.0,bending2,1
43750,44.5,0.5,15.0,0.0,24.0,0.0,bending2,1
44000,44.33,0.47,15.0,0.0,24.25,0.43,bending2,1
44250,44.33,0.47,15.67,0.47,24.5,0.87,bending2,1
44500,44.5,0.5,13.5,0.87,24.5,0.87,bending2,1
44750,44.33,0.47,14.67,0.47,24.0,0.0,bending2,1
45000,44.0,0.82,15.0,0.0,23.25,1.3,bending2,1
45250,43.25,0.83,15.5,0.87,21.75,1.3,bending2,1
45500,43.67,0.47,18.0,0.0,23.75,0.43,bending2,1
45750,45.0,0.0,18.0,0.0,24.5,0.87,bending2,1
46000,45.0,0.0,18.0,0.0,24.5,0.5,bending2,1
46250,45.0,0.0,18.0,0.0,24.5,0.5,bending2,1
46500,45.0,0.0,17.75,0.43,24.5,0.5,bending2,1
46750,45.0,0.0,16.0,0.0,25.0,0.82,bending2,1
47000,45.0,0.0,13.75,0.83,24.67,0.94,bending2,1
48500,45.0,0.71,15.25,1.79,22.0,1.22,bending2,1
48750,45.5,1.12,17.33,1.7,11.33,7.13,bending2,1
49000,43.0,0.71,13.0,1.41,14.67,0.47,bending2,1
49250,43.5,0.5,13.25,0.83,12.5,1.5,bending2,1
49500,43.33,0.47,14.75,1.09,16.67,3.09,bending2,1
51500,38.5,0.87,21.25,0.43,13.75,3.49,bending2,1
51750,37.0,1.22,21.25,0.43,13.75,2.17,bending2,1
56250,36.0,0.0,21.25,0.43,21.0,0.71,bending2,1
56500,36.0,0.0,21.0,0.0,21.75,0.83,bending2,1
56750,35.33,0.94,19.33,0.47,22.75,0.83,bending2,1
57000,35.0,1.22,18.25,0.43,23.5,0.5,bending2,1
57250,36.0,0.0,17.75,0.43,23.67,0.47,bending2,1
57500,35.25,1.3,15.75,0.83,23.5,0.5,bending2,1
57750,35.5,0.87,14.5,0.5,23.75,0.43,bending2,1
58000,35.0,1.22,18.25,1.3,23.25,0.43,bending2,1
58250,35.0,1.41,19.0,0.71,21.67,0.94,bending2,1
58500,35.0,1.22,19.0,0.71,21.25,0.43,bending2,1
58750,35.0,1.22,11.33,6.18,22.33,1.25,bending2,1
59000,35.0,1.41,14.25,1.48,23.67,0.47,bending2,1
59250,33.0,0.0,12.33,0.47,24.0,0.0,bending2,1
59500,33.75,1.3,13.5,0.5,24.0,0.0,bending2,1
59750,34.5,1.5,13.75,0.43,24.0,0.0,bending2,1
60000,34.5,1.5,14.0,0.71,24.0,0.0,bending2,1
60250,33.75,1.3,13.75,0.43,24.0,0.0,bending2,1
60500,34.5,1.5,14.0,0.71,24.0,0.0,bending2,1
60750,33.75,1.3,14.75,0.43,24.0,0.0,bending2,1
61000,33.0,0.0,14.5,0.5,24.0,0.0,bending2,1
61250,33.75,1.3,13.67,0.47,24.0,0.0,bending2,1
61500,33.0,0.0,13.0,0.0,24.0,0.0,bending2,1
61750,34.0,1.41,13.75,0.43,24.0,0.0,bending2,1
62000,33.0,0.0,14.25,0.43,24.0,0.0,bending2,1
62250,33.0,0.0,14.0,0.0,24.0,0.0,bending2,1
62500,33.0,0.0,14.5,0.5,24.0,0.0,bending2,1
62750,33.75,1.3,15.0,0.71,23.75,0.43,bending2,1
63000,33.0,0.0,16.75,0.43,23.5,0.5,bending2,1
63250,33.0,0.0,15.25,0.43,23.5,0.5,bending2,1
63500,33.0,0.0,15.25,0.43,23.5,0.5,bending2,1
63750,33.0,0.0,15.0,0.0,23.5,0.5,bending2,1
64000,33.0,0.0,15.0,0.0,23.5,0.5,bending2,1
64250,33.0,0.0,15.0,0.0,23.33,0.47,bending2,1
64500,33.0,0.0,15.0,0.0,23.67,0.47,bending2,1
64750,33.0,0.0,15.0,0.0,23.5,0.5,bending2,1
65000,33.0,0.0,15.0,0.0,23.5,0.5,bending2,1
65250,33.0,0.0,15.0,0.0,23.5,0.5,bending2,1
65500,32.75,0.43,15.25,0.43,22.75,0.43,bending2,1
65750,32.67,0.47,16.33,0.47,22.25,0.83,bending2,1
66000,33.6,1.2,14.4,0.49,22.25,0.83,bending2,1
66250,33.75,1.3,15.0,0.0,21.25,0.43,bending2,1
66500,33.75,1.3,15.5,0.5,21.5,0.5,bending2,1
66750,34.5,1.5,15.75,0.43,21.75,0.83,bending2,1
67000,33.75,1.3,15.5,0.5,22.0,1.0,bending2,1
67250,33.0,0.0,15.75,0.43,22.25,0.83,bending2,1
67500,33.0,0.0,15.0,0.0,22.6,0.8,bending2,1
67750,33.0,0.0,15.0,0.0,23.33,0.94,bending2,1
68000,33.0,0.0,15.0,0.0,22.75,0.83,bending2,1
68250,33.0,0.0,20.75,1.79,16.0,5.74,bending2,1
68750,33.0,0.0,22.0,1.0,6.5,2.69,bending2,1
70000,33.0,1.87,21.25,0.43,14.5,0.5,bending2,1
70750,33.0,0.0,21.75,0.83,16.33,1.25,bending2,1
71250,34.5,1.5,22.0,1.22,12.75,1.3,bending2,1
71500,34.0,1.41,21.0,0.0,16.0,1.0,bending2,1
71750,33.0,0.0,21.25,0.43,15.67,0.94,bending2,1
72250,36.0,0.0,21.75,0.83,15.5,0.5,bending2,1
72500,35.0,1.22,18.75,0.83,16.5,1.12,bending2,1
72750,33.0,0.0,18.0,0.0,17.67,0.47,bending2,1
73000,32.75,0.43,18.2,0.4,18.2,0.4,bending2,1
73250,33.0,0.0,18.0,0.0,18.0,0.0,bending2,1
73500,33.0,0.0,18.0,0.0,18.0,0.0,bending2,1
73750,32.75,0.43,18.5,0.5,18.0,0.0,bending2,1
74000,32.75,0.43,18.75,0.43,17.25,0.83,bending2,1
74250,32.75,0.43,19.67,0.47,16.33,0.94,bending2,1
74500,33.0,0.0,18.5,0.87,14.5,0.87,bending2,1
74750,33.0,0.0,19.75,1.3,14.67,0.47,bending2,1
75000,33.0,0.0,21.0,0.0,13.75,1.3,bending2,1
75250,33.0,0.0,21.0,0.0,13.0,0.82,bending2,1
75500,33.0,0.0,19.5,1.12,14.25,1.3,bending2,1
75750,33.0,0.0,18.0,0.0,15.75,0.83,bending2,1
76000,33.0,0.0,17.25,0.43,15.67,0.47,bending2,1
76250,33.75,1.3,16.75,0.43,15.75,0.83,bending2,1
76500,33.75,1.3,17.0,0.0,16.0,0.82,bending2,1
76750,34.0,1.41,18.0,0.0,16.67,1.25,bending2,1
77000,33.0,0.0,18.5,0.5,16.33,0.94,bending2,1
77250,33.0,0.0,19.0,0.0,16.33,0.94,bending2,1
77500,33.0,0.0,19.33,0.47,16.75,0.83,bending2,1
77750,33.0,0.0,19.25,0.43,16.75,0.83,bending2,1
78000,33.0,0.0,20.67,0.47,16.5,1.12,bending2,1
78250,32.5,0.5,21.0,0.0,17.67,0.47,bending2,1
78500,32.5,0.5,21.0,0.0,17.5,0.5,bending2,1
78750,32.67,0.47,21.0,0.0,17.67,0.47,bending2,1
79000,32.67,0.47,19.5,0.5,18.0,0.0,bending2,1
79250,32.75,0.43,19.0,2.35,18.0,1.87,bending2,1
79500,32.33,0.47,15.5,3.5,15.5,4.5,bending2,1
79750,32.25,0.83,13.67,3.3,14.25,4.49,bending2,1
80000,34.0,1.41,12.25,3.9,19.5,1.5,bending2,1
80250,33.0,0.0,16.5,0.87,13.5,1.5,bending2,1
80500,32.5,0.5,19.75,0.83,15.25,0.43,bending2,1
80750,32.67,0.47,20.5,0.5,14.0,0.82,bending2,1
81000,33.0,0.0,21.0,0.0,12.67,0.94,bending2,1
81250,33.0,0.0,21.5,0.87,13.5,1.5,bending2,1
81500,32.5,0.5,19.0,1.22,15.5,4.5,bending2,1
81750,32.33,0.94,19.25,1.3,15.5,0.5,bending2,1
82000,31.5,0.87,17.75,4.92,14.25,2.49,bending2,1
83250,28.42,1.04,22.0,1.1,12.82,1.03,bending2,1
83500,35.0,1.22,18.75,0.43,15.5,0.5,bending2,1
83750,33.75,1.3,19.25,0.43,17.75,0.43,bending2,1
84000,34.67,1.25,19.75,0.43,18.0,0.0,bending2,1
84250,34.5,1.5,19.75,0.43,18.0,0.71,bending2,1
84500,35.25,1.3,18.0,1.41,19.75,1.92,bending2,1
84750,32.75,0.43,17.75,1.09,23.5,0.87,bending2,1
85000,33.0,0.0,16.67,1.25,23.75,0.43,bending2,1
85250,34.0,1.41,15.67,1.25,21.75,0.83,bending2,1
85500,34.5,1.5,14.75,2.77,21.25,1.09,bending2,1
85750,33.0,0.0,16.0,0.82,21.25,1.09,bending2,1
86000,32.4,0.49,16.4,2.06,19.0,1.0,bending2,1
86250,32.75,0.43,12.25,2.17,20.25,0.83,bending2,1
86500,33.0,0.0,5.0,0.0,20.25,0.83,bending2,1
86750,33.0,0.0,3.0,1.63,20.5,0.5,bending2,1
87000,33.0,0.0,8.0,1.0,20.25,0.83,bending2,1
87250,33.0,0.0,6.0,0.0,20.5,0.5,bending2,1
87500,33.0,0.0,8.67,1.7,18.75,0.43,bending2,1
87750,33.0,0.0,13.25,1.3,18.0,0.0,bending2,1
88000,32.75,0.43,16.25,1.09,17.75,0.43,bending2,1
88250,32.25,0.83,5.5,1.5,17.5,0.5,bending2,1
88500,33.0,0.0,8.33,4.5,18.25,0.43,bending2,1
88750,33.0,0.0,11.67,2.62,18.0,0.71,bending2,1
89000,33.0,0.0,12.5,2.87,19.25,1.09,bending2,1
89250,33.0,0.0,10.33,1.25,19.67,0.94,bending2,1
89500,33.0,0.0,11.75,1.48,20.33,0.47,bending2,1
89750,33.0,0.0,10.0,1.41,18.5,0.87,bending2,1
90000,33.0,0.0,10.67,3.4,20.25,2.17,bending2,1
90250,33.0,0.0,17.0,0.71,16.0,1.22,bending2,1
90500,33.0,0.0,18.25,0.43,13.25,1.3,bending2,1
90750,33.0,0.0,15.25,0.43,11.5,0.5,bending2,1
91000,33.0,0.0,15.0,0.0,12.25,0.43,bending2,1
91250,33.0,0.0,13.75,1.79,15.25,1.48,bending2,1
91500,33.75,1.3,14.25,1.3,16.5,0.5,bending2,1
91750,33.75,1.3,15.5,1.12,16.0,0.71,bending2,1
92000,33.75,1.3,16.5,0.87,16.75,1.09,bending2,1
92250,33.0,0.0,15.75,1.92,17.0,0.71,bending2,1
92500,33.0,0.0,17.33,0.94,17.33,0.94,bending2,1
92750,33.0,0.0,15.0,0.71,17.5,0.5,bending2,1
93000,33.0,0.0,16.0,0.0,18.0,0.0,bending2,1
93250,33.46,1.08,12.38,3.27,17.92,0.28,bending2,1
93500,33.0,0.0,6.0,2.45,18.25,0.43,bending2,1
93750,33.0,0.0,9.33,1.7,18.25,0.43,bending2,1
94000,33.0,0.0,10.0,0.71,17.75,0.43,bending2,1
94250,33.0,0.0,14.75,1.79,19.0,0.82,bending2,1
94500,33.0,0.0,16.5,1.12,18.75,0.83,bending2,1
94750,33.0,0.0,14.75,0.43,19.0,1.22,bending2,1
95000,33.0,0.0,16.0,0.82,20.0,0.82,bending2,1
95250,33.0,0.0,15.4,1.36,20.8,0.4,bending2,1
95500,33.0,0.0,13.25,0.83,20.75,0.43,bending2,1
95750,33.0,0.0,12.67,0.47,20.33,0.47,bending2,1
96000,33.0,0.0,10.5,1.12,19.5,1.12,bending2,1
96250,33.0,0.0,10.0,1.22,20.0,0.71,bending2,1
96500,33.0,0.0,13.0,0.71,21.0,0.0,bending2,1
96750,33.0,0.0,13.75,0.83,20.67,0.47,bending2,1
97000,33.0,0.0,14.75,0.43,20.5,0.5,bending2,1
97250,33.0,0.0,12.0,0.0,20.5,0.5,bending2,1
97500,33.0,0.0,10.75,1.3,19.75,0.83,bending2,1
97750,33.0,0.0,10.0,0.71,20.0,1.0,bending2,1
98000,33.75,1.3,9.75,0.43,20.25,0.83,bending2,1
98250,35.0,1.41,10.25,0.43,20.67,0.47,bending2,1
98500,33.0,0.0,9.5,0.5,20.0,1.0,bending2,1
98750,34.0,1.41,12.0,0.0,21.0,0.0,bending2,1
99000,33.75,1.3,9.25,1.09,20.25,0.83,bending2,1
99250,33.0,0.0,12.5,0.87,19.75,0.43,bending2,1
99500,33.75,1.3,12.0,0.0,20.0,1.0,bending2,1
99750,33.0,0.0,13.5,0.5,19.75,0.83,bending2,1
100000,33.0,0.0,12.0,0.71,19.0,0.71,bending2,1
100250,33.0,0.0,13.0,1.58,18.25,0.43,bending2,1
100500,33.0,0.0,12.75,0.83,18.75,0.83,bending2,1
100750,33.75,1.3,13.25,0.83,18.5,0.5,bending2,1
101000,33.75,1.3,12.75,0.43,18.5,0.5,bending2,1
101250,34.5,1.5,13.0,0.0,18.33,0.47,bending2,1
101500,34.0,1.41,12.25,0.43,18.33,0.47,bending2,1
101750,33.0,0.0,12.75,0.83,18.0,0.0,bending2,1
102000,33.0,0.0,9.5,0.5,18.5,0.87,bending2,1
102250,33.0,0.0,12.75,1.92,18.75,0.83,bending2,1
102500,33.75,1.3,14.75,0.43,18.5,0.5,bending2,1
102750,33.0,0.0,14.5,0.5,18.75,0.83,bending2,1
103000,33.0,0.0,11.75,1.64,18.5,0.5,bending2,1
103250,33.0,0.0,8.75,1.92,18.5,0.5,bending2,1
103500,33.0,0.0,12.0,0.0,19.5,0.5,bending2,1
103750,33.0,0.0,8.0,2.12,19.33,0.47,bending2,1
104000,34.0,1.41,8.33,1.7,20.0,0.71,bending2,1
104250,33.0,0.0,10.0,0.0,20.0,0.71,bending2,1
104500,33.0,0.0,10.0,0.0,20.0,0.71,bending2,1
104750,33.46,1.08,10.62,1.08,19.5,0.73,bending2,1
105000,33.46,1.08,10.62,1.08,19.5,0.73,bending2,1
105250,34.2,1.47,6.2,0.98,19.75,1.3,bending2,1
105500,34.0,1.41,8.67,0.47,20.5,0.5,bending2,1
105750,34.5,1.5,8.33,0.94,19.5,0.5,bending2,1
106000,33.75,1.3,6.33,0.47,19.0,1.0,bending2,1
106250,34.5,1.5,3.0,1.58,18.5,0.5,bending2,1
106500,33.75,1.3,8.25,0.83,19.5,1.12,bending2,1
106750,33.75,1.3,7.67,1.25,19.25,0.43,bending2,1
107000,34.5,1.5,0.0,0.0,18.75,0.83,bending2,1
107250,33.0,0.0,0.0,0.0,18.5,0.5,bending2,1
107500,33.0,0.0,3.25,2.28,18.25,0.43,bending2,1
107750,33.0,0.0,9.0,0.0,18.33,0.47,bending2,1
108000,33.75,1.3,6.0,2.94,19.25,0.83,bending2,1
108250,35.0,1.41,4.67,2.62,19.33,0.94,bending2,1
108500,33.0,0.0,7.67,0.47,19.25,0.83,bending2,1
108750,33.75,1.3,6.25,0.83,19.25,0.83,bending2,1
109000,33.0,0.0,4.5,0.5,19.0,1.0,bending2,1
109250,33.75,1.3,3.5,0.5,18.0,0.0,bending2,1
109500,33.75,1.3,6.33,2.05,17.75,0.43,bending2,1
109750,34.5,1.5,8.25,2.59,18.25,0.43,bending2,1
110000,33.75,1.3,2.0,0.0,18.0,0.0,bending2,1
110250,33.75,1.3,2.5,1.12,18.5,0.5,bending2,1
110500,34.5,1.5,2.0,0.0,18.75,0.83,bending2,1
110750,33.75,1.3,6.0,2.0,19.0,1.0,bending2,1
111000,33.0,0.0,10.0,0.0,19.25,0.83,bending2,1
111250,33.0,0.0,5.33,2.05,18.5,0.5,bending2,1
111500,33.0,0.0,1.0,0.0,18.33,0.47,bending2,1
111750,33.0,0.0,4.25,0.43,18.25,0.43,bending2,1
112000,33.0,0.0,4.0,0.71,18.5,0.5,bending2,1
112250,33.0,0.0,3.33,0.47,18.25,0.43,bending2,1
112500,33.0,0.0,5.33,1.25,18.33,0.47,bending2,1
112750,33.0,0.0,4.5,0.5,18.5,0.5,bending2,1
113000,33.0,0.0,5.0,1.0,18.5,0.5,bending2,1
113250,33.0,0.0,6.25,0.43,18.5,0.5,bending2,1
113500,33.0,0.0,6.0,1.0,18.5,0.5,bending2,1
113750,33.0,0.0,5.75,0.43,18.5,0.5,bending2,1
114000,34.0,1.41,6.0,0.0,18.0,0.0,bending2,1
114250,33.0,0.0,3.75,0.83,18.0,0.0,bending2,1
114500,33.0,0.0,5.0,0.0,17.75,0.43,bending2,1
114750,33.0,0.0,5.5,0.5,18.0,0.0,bending2,1
115000,33.0,0.0,4.0,0.82,19.0,1.0,bending2,1
115250,33.0,0.0,3.0,0.0,19.25,0.83,bending2,1
115500,33.0,0.0,3.67,0.47,19.0,0.71,bending2,1
115750,33.0,0.0,3.75,0.43,18.75,0.83,bending2,1
116000,33.0,0.0,5.25,0.43,18.5,0.5,bending2,1
116250,33.0,0.0,5.33,0.47,17.67,0.47,bending2,1
116500,33.0,0.0,2.0,0.0,17.0,1.41,bending2,1
116750,33.0,0.0,2.0,1.0,16.5,1.12,bending2,1
117000,33.0,0.0,3.5,1.12,17.5,0.5,bending2,1
117250,33.0,0.0,7.0,0.0,17.67,0.47,bending2,1
117500,33.0,0.0,6.5,0.87,16.75,1.3,bending2,1
117750,33.0,0.0,6.0,0.82,17.0,1.22,bending2,1
118000,33.0,0.0,5.5,1.5,18.25,0.83,bending2,1
118250,33.0,0.0,0.0,0.0,20.33,0.47,bending2,1
118500,33.0,0.0,0.0,0.0,18.5,0.5,bending2,1
118750,33.0,0.0,1.25,0.43,19.0,1.0,bending2,1
